item_id,cefr_true,true_p_mid,p_est,p_error,ci95_low,ci95_high,ci95_width,var_p,d_to_boundary_hat,nearest_boundary_hat,gap_weak_strong_test
1,A1,0.8999999999999999,0.9225352112676056,0.022535211267605715,0.8734397888183594,0.9604129791259766,0.08697319030761719,0.0004997482184548243,0.028169014084507005,0.9507042253521126,0.09999999999999998
2,A2,0.7749999999999999,0.7394366197183099,-0.03556338028169004,0.6644611358642578,0.8080253601074219,0.14356422424316406,0.0013473433925725138,0.04225352112676051,0.7816901408450704,0.21666666666666667
5,C1,0.325,0.323943661971831,-0.0010563380281690127,0.24973297119140625,0.40285301208496094,0.1531200408935547,0.00153149766321756,0.032863849765258246,0.29107981220657275,0.2833333333333333
6,C2,0.175,0.1619718309859155,-0.01302816901408449,0.10630416870117188,0.22664546966552734,0.12034130096435547,0.000949209489181717,0.042253521126760576,0.11971830985915492,0.2666666666666667
8,A1,0.8999999999999999,0.8802816901408451,-0.019718309859154792,0.822270393371582,0.9281721115112305,0.10590171813964844,0.0007369638891162398,0.00938967136150215,0.8896713615023473,0.15000000000000002
10,A2,0.7749999999999999,0.7887323943661971,0.01373239436619722,0.7181596755981445,0.8516063690185547,0.13344669342041016,0.0011652699611437957,0.007042253521126751,0.7816901408450704,0.13333333333333341
11,B1,0.625,0.6408450704225352,0.015845070422535246,0.5604686737060547,0.7174625396728516,0.15699386596679688,0.0016095291338298677,0.021126760563380365,0.6197183098591549,0.1333333333333333
12,B1,0.625,0.6197183098591549,-0.005281690140845119,0.5386857986450195,0.6975555419921875,0.15886974334716797,0.0016480246593319396,0.0,0.6197183098591549,0.3333333333333333
13,B2,0.47500000000000003,0.5140845070422535,0.03908450704225347,0.4321022033691406,0.5956907272338867,0.1635885238647461,0.0017468645221075294,0.06103286384976525,0.45305164319248825,0.2
14,B2,0.47500000000000003,0.5422535211267606,0.06725352112676058,0.4601573944091797,0.6232223510742188,0.16306495666503906,0.001735766712953779,0.07746478873239426,0.6197183098591549,0.3833333333333333
15,C1,0.325,0.4014084507042254,0.07640845070422536,0.3225116729736328,0.4829368591308594,0.16042518615722656,0.0016802776671850268,0.05164319248826288,0.45305164319248825,0.2666666666666667
16,C1,0.325,0.3380281690140845,0.01302816901408449,0.26279640197753906,0.41758155822753906,0.15478515625,0.0015647910906788113,0.04694835680751175,0.29107981220657275,0.2166666666666667
17,C2,0.175,0.176056338028169,0.0010563380281690127,0.11815166473388672,0.24259376525878906,0.12444210052490234,0.0010144091179600007,0.05633802816901408,0.11971830985915492,0.13333333333333333
18,C2,0.175,0.16901408450704225,-0.0059859154929577385,0.11220836639404297,0.23463916778564453,0.12243080139160156,0.0009821561101069135,0.04929577464788733,0.11971830985915492,0.18333333333333335
194998,C2,0.175,0.18309859154929578,0.008098591549295792,0.12413215637207031,0.25051116943359375,0.12637901306152344,0.0010459685127409786,0.06338028169014086,0.11971830985915492,0.16666666666666669
194999,C2,0.175,0.1619718309859155,-0.01302816901408449,0.10630416870117188,0.22664546966552734,0.12034130096435547,0.000949209489181717,0.042253521126760576,0.11971830985915492,0.2333333333333333
195000,B1,0.625,0.6056338028169014,-0.01936619718309862,0.5242538452148438,0.6841945648193359,0.1599407196044922,0.0016702202776394406,0.014084507042253502,0.6197183098591549,0.21666666666666667
195001,A2,0.7749999999999999,0.7816901408450704,0.006690140845070469,0.7104053497314453,0.8454627990722656,0.1350574493408203,0.0011933612905642265,0.0,0.7816901408450704,0.18333333333333335
195002,A1,0.8999999999999999,0.9154929577464789,0.015492957746478964,0.8646993637084961,0.9552497863769531,0.09055042266845703,0.0005410181962453337,0.025821596244131606,0.8896713615023473,0.08333333333333326
195003,C1,0.325,0.3873239436619718,0.0623239436619718,0.3091163635253906,0.4685392379760742,0.1594228744506836,0.0016594692750217447,0.06572769953051644,0.45305164319248825,0.3666666666666667
195004,A2,0.7749999999999999,0.8028169014084507,0.027816901408450834,0.7337589263916016,0.8638019561767578,0.13004302978515625,0.001107006463086606,0.021126760563380365,0.7816901408450704,0.19999999999999996
195005,A2,0.7749999999999999,0.8098591549295775,0.034859154929577585,0.741607666015625,0.8698520660400391,0.12824440002441406,0.001076834294449847,0.028169014084507116,0.7816901408450704,0.18333333333333335
195006,B2,0.47500000000000003,0.4788732394366197,0.0038732394366196576,0.3974018096923828,0.5609092712402344,0.16350746154785156,0.001745130489427256,0.02582159624413144,0.45305164319248825,0.3333333333333333
195007,A1,0.8999999999999999,0.9084507042253521,0.008450704225352212,0.8560552597045898,0.9499907493591309,0.09393548965454102,0.0005815945609637337,0.018779342723004855,0.8896713615023473,0.16666666666666663
195008,C2,0.175,0.176056338028169,0.0010563380281690127,0.11815166473388672,0.24259376525878906,0.12444210052490234,0.0010144091179600007,0.05633802816901408,0.11971830985915492,0.11666666666666665
195009,A1,0.8999999999999999,0.9366197183098591,0.03661971830985922,0.891265869140625,0.970400333404541,0.07913446426391602,0.0004151274236574772,0.014084507042253502,0.9507042253521126,0.18333333333333324
195010,A2,0.7749999999999999,0.7535211267605634,-0.021478873239436536,0.6796712875366211,0.8206090927124023,0.14093780517578125,0.0012987904775248556,0.028169014084507005,0.7816901408450704,0.10000000000000009
195011,B1,0.625,0.5915492957746479,-0.033450704225352124,0.5098915100097656,0.6707649230957031,0.1608734130859375,0.0016896414436585038,0.028169014084507005,0.6197183098591549,0.38333333333333336
195012,A1,0.8999999999999999,0.9014084507042254,0.0014084507042254613,0.8474979400634766,0.944645881652832,0.09714794158935547,0.0006214773126100244,0.011737089201878104,0.8896713615023473,0.1333333333333333
195013,A2,0.7749999999999999,0.8098591549295775,0.034859154929577585,0.741607666015625,0.8698520660400391,0.12824440002441406,0.001076834294449847,0.028169014084507116,0.7816901408450704,0.033333333333333326
195014,C1,0.325,0.30985915492957744,-0.01514084507042257,0.23674774169921875,0.3880443572998047,0.15129661560058594,0.0014954297834678713,0.01877934272300469,0.29107981220657275,0.30000000000000004
195015,C2,0.175,0.1619718309859155,-0.01302816901408449,0.10630416870117188,0.22664546966552734,0.12034130096435547,0.000949209489181717,0.042253521126760576,0.11971830985915492,0.08333333333333331
195016,A2,0.7749999999999999,0.7816901408450704,0.006690140845070469,0.7104053497314453,0.8454627990722656,0.1350574493408203,0.0011933612905642265,0.0,0.7816901408450704,0.21666666666666667
195017,A1,0.8999999999999999,0.8450704225352113,-0.05492957746478866,0.7813892364501953,0.899559497833252,0.11817026138305664,0.0009155692551844109,0.04460093896713602,0.8896713615023473,0.016666666666666607
195018,A1,0.8999999999999999,0.8661971830985915,-0.033802816901408406,0.8057641983032227,0.9168801307678223,0.11111593246459961,0.0008104868747598365,0.023474178403755763,0.8896713615023473,0.1166666666666667
195019,B1,0.625,0.6126760563380281,-0.01232394366197187,0.5314607620239258,0.6908836364746094,0.1594228744506836,0.0016594692750217447,0.007042253521126751,0.6197183098591549,0.35000000000000003
195020,B2,0.47500000000000003,0.47183098591549294,-0.0031690140845070935,0.39051055908203125,0.5539035797119141,0.1633930206298828,0.001742702843674873,0.01877934272300469,0.45305164319248825,0.18333333333333335
195021,C2,0.175,0.16901408450704225,-0.0059859154929577385,0.11220836639404297,0.23463916778564453,0.12243080139160156,0.0009821561101069135,0.04929577464788733,0.11971830985915492,0.06666666666666668
195022,A2,0.7749999999999999,0.795774647887324,0.020774647887324083,0.7259445190429688,0.8577203750610352,0.1317758560180664,0.0011364850186512555,0.014084507042253613,0.7816901408450704,0.18333333333333335
195023,A1,0.8999999999999999,0.9014084507042254,0.0014084507042254613,0.8474979400634766,0.944645881652832,0.09714794158935547,0.0006214773126100244,0.011737089201878104,0.8896713615023473,0.11666666666666659
195024,B1,0.625,0.6619718309859155,0.0369718309859155,0.5824184417724609,0.7372035980224609,0.15478515625,0.0015647910906788113,0.04225352112676062,0.6197183098591549,0.2666666666666666
195025,A1,0.8999999999999999,0.9295774647887324,0.029577464788732466,0.8822898864746094,0.9654679298400879,0.08317804336547852,0.00045778462759220545,0.021126760563380254,0.9507042253521126,0.08333333333333337
195026,A2,0.7749999999999999,0.704225352112676,-0.0707746478873239,0.6268482208251953,0.7761545181274414,0.1493062973022461,0.0014565874514297446,0.07746478873239437,0.7816901408450704,0.15000000000000002
195027,A2,0.7749999999999999,0.7535211267605634,-0.021478873239436536,0.6796712875366211,0.8206090927124023,0.14093780517578125,0.0012987904775248556,0.028169014084507005,0.7816901408450704,0.18333333333333335
195028,C2,0.175,0.11971830985915492,-0.055281690140845066,0.07182788848876953,0.17772960662841797,0.10590171813964844,0.0007369638891162398,0.0,0.11971830985915492,0.15
195029,B1,0.625,0.5563380281690141,-0.06866197183098588,0.47428321838378906,0.6368894577026367,0.16260623931884766,0.0017260561299442473,0.06338028169014076,0.6197183098591549,0.5166666666666667
195030,A1,0.8999999999999999,0.8802816901408451,-0.019718309859154792,0.822270393371582,0.9281721115112305,0.10590171813964844,0.0007369638891162398,0.00938967136150215,0.8896713615023473,0.050000000000000044
195031,B2,0.47500000000000003,0.45774647887323944,-0.017253521126760596,0.37677764892578125,0.5398426055908203,0.16306495666503906,0.001735766712953779,0.004694835680751186,0.45305164319248825,0.5166666666666666
195032,A1,0.8999999999999999,0.8943661971830986,-0.00563380281690129,0.839019775390625,0.9392232894897461,0.1002035140991211,0.0006606664511842056,0.0046948356807513525,0.8896713615023473,0.1499999999999999
195033,B1,0.625,0.5704225352112676,-0.05457746478873238,0.4884757995605469,0.6504898071289062,0.16201400756835938,0.0017135710946462781,0.04929577464788726,0.6197183098591549,0.35
195034,A2,0.7749999999999999,0.7605633802816901,-0.014436619718309784,0.6873149871826172,0.8268632888793945,0.13954830169677734,0.0012734736003928624,0.021126760563380254,0.7816901408450704,0.21666666666666667
195035,C1,0.325,0.323943661971831,-0.0010563380281690127,0.24973297119140625,0.40285301208496094,0.1531200408935547,0.00153149766321756,0.032863849765258246,0.29107981220657275,0.35000000000000003
195036,C2,0.175,0.1267605633802817,-0.0482394366197183,0.07744598388671875,0.18601036071777344,0.10856437683105469,0.0007740721884740929,0.007042253521126765,0.11971830985915492,0.15
195037,A1,0.8999999999999999,0.8943661971830986,-0.00563380281690129,0.839019775390625,0.9392232894897461,0.1002035140991211,0.0006606664511842056,0.0046948356807513525,0.8896713615023473,0.09999999999999998
195038,A1,0.8999999999999999,0.8591549295774648,-0.04084507042253516,0.7975912094116211,0.9111542701721191,0.11356306076049805,0.0008462079479734706,0.030516431924882514,0.8896713615023473,0.1333333333333333
195039,C1,0.325,0.352112676056338,0.027112676056337992,0.2759380340576172,0.4322338104248047,0.1562957763671875,0.001595310065851625,0.06103286384976525,0.29107981220657275,0.1333333333333333
195040,A2,0.7749999999999999,0.7676056338028169,-0.007394366197183033,0.6949844360351562,0.8330907821655273,0.1381063461303711,0.00124746311018876,0.014084507042253502,0.7816901408450704,0.2666666666666667
195041,A1,0.8999999999999999,0.8732394366197183,-0.026760563380281654,0.8139896392822266,0.9225540161132812,0.10856437683105469,0.0007740721884740929,0.016431924882629012,0.8896713615023473,0.09999999999999998
195042,A1,0.8999999999999999,0.9507042253521126,0.05070422535211272,0.9096822738647461,0.9798097610473633,0.07012748718261719,0.00032773217657169256,0.0,0.9507042253521126,0.08333333333333337
195043,C2,0.175,0.19718309859154928,0.022183098591549294,0.1361980438232422,0.26624107360839844,0.13004302978515625,0.001107006463086606,0.07746478873239436,0.11971830985915492,0.2833333333333333
195044,C2,0.175,0.1267605633802817,-0.0482394366197183,0.07744598388671875,0.18601036071777344,0.10856437683105469,0.0007740721884740929,0.007042253521126765,0.11971830985915492,0.16666666666666669
195045,A2,0.7749999999999999,0.7183098591549296,-0.05669014084507029,0.6418247222900391,0.788970947265625,0.14714622497558594,0.0014149706671031804,0.06338028169014076,0.7816901408450704,0.08333333333333337
195046,C1,0.325,0.36619718309859156,0.04119718309859155,0.2891550064086914,0.4468097686767578,0.1576547622680664,0.0016230545887360012,0.07511737089201881,0.29107981220657275,0.18333333333333335
195047,A2,0.7749999999999999,0.7816901408450704,0.006690140845070469,0.7104053497314453,0.8454627990722656,0.1350574493408203,0.0011933612905642265,0.0,0.7816901408450704,0.2666666666666667
195048,A2,0.7749999999999999,0.7394366197183099,-0.03556338028169004,0.6644611358642578,0.8080253601074219,0.14356422424316406,0.0013473433925725138,0.04225352112676051,0.7816901408450704,0.29999999999999993
195049,A1,0.8999999999999999,0.9225352112676056,0.022535211267605715,0.8734397888183594,0.9604129791259766,0.08697319030761719,0.0004997482184548243,0.028169014084507005,0.9507042253521126,0.1333333333333333
195050,B2,0.47500000000000003,0.4084507042253521,-0.06654929577464791,0.3292350769042969,0.4901084899902344,0.1608734130859375,0.0016896414436585038,0.04460093896713613,0.45305164319248825,0.38333333333333336
195051,A2,0.7749999999999999,0.7253521126760564,-0.04964788732394354,0.6493473052978516,0.7953453063964844,0.1459980010986328,0.0013931218553317342,0.05633802816901401,0.7816901408450704,0.25
195052,C1,0.325,0.28169014084507044,-0.043309859154929575,0.211029052734375,0.35817527770996094,0.14714622497558594,0.0014149706671031804,0.009389671361502316,0.29107981220657275,0.08333333333333337
195053,A1,0.8999999999999999,0.8802816901408451,-0.019718309859154792,0.822270393371582,0.9281721115112305,0.10590171813964844,0.0007369638891162398,0.00938967136150215,0.8896713615023473,0.050000000000000044
195054,C1,0.325,0.3028169014084507,-0.02218309859154932,0.23028564453125,0.38060855865478516,0.15032291412353516,0.0014763554239848626,0.011737089201877937,0.29107981220657275,0.13333333333333336
195055,A1,0.8999999999999999,0.8873239436619719,-0.012676056338028041,0.8306121826171875,0.9337301254272461,0.1031179428100586,0.0006991619766862774,0.0023474178403753987,0.8896713615023473,0.15000000000000002
195056,A1,0.8999999999999999,0.8802816901408451,-0.019718309859154792,0.822270393371582,0.9281721115112305,0.10590171813964844,0.0007369638891162398,0.00938967136150215,0.8896713615023473,0.06666666666666665
