item_id,ci95_width
1,0.08697319030761719
2,0.14356422424316406
5,0.1531200408935547
6,0.12034130096435547
8,0.10590171813964844
10,0.13344669342041016
11,0.15699386596679688
12,0.15886974334716797
13,0.1635885238647461
14,0.16306495666503906
15,0.16042518615722656
16,0.15478515625
17,0.12444210052490234
18,0.12243080139160156
194998,0.12637901306152344
194999,0.12034130096435547
195000,0.1599407196044922
195001,0.1350574493408203
195002,0.09055042266845703
195003,0.1594228744506836
195004,0.13004302978515625
195005,0.12824440002441406
195006,0.16350746154785156
195007,0.09393548965454102
195008,0.12444210052490234
195009,0.07913446426391602
195010,0.14093780517578125
195011,0.1608734130859375
195012,0.09714794158935547
195013,0.12824440002441406
195014,0.15129661560058594
195015,0.12034130096435547
195016,0.1350574493408203
195017,0.11817026138305664
195018,0.11111593246459961
195019,0.1594228744506836
195020,0.1633930206298828
195021,0.12243080139160156
195022,0.1317758560180664
195023,0.09714794158935547
195024,0.15478515625
195025,0.08317804336547852
195026,0.1493062973022461
195027,0.14093780517578125
195028,0.10590171813964844
195029,0.16260623931884766
195030,0.10590171813964844
195031,0.16306495666503906
195032,0.1002035140991211
195033,0.16201400756835938
195034,0.13954830169677734
195035,0.1531200408935547
195036,0.10856437683105469
195037,0.1002035140991211
195038,0.11356306076049805
195039,0.1562957763671875
195040,0.1381063461303711
195041,0.10856437683105469
195042,0.07012748718261719
195043,0.13004302978515625
195044,0.10856437683105469
195045,0.14714622497558594
195046,0.1576547622680664
195047,0.1350574493408203
195048,0.14356422424316406
195049,0.08697319030761719
195050,0.1608734130859375
195051,0.1459980010986328
195052,0.14714622497558594
195053,0.10590171813964844
195054,0.15032291412353516
195055,0.1031179428100586
195056,0.10590171813964844
195057,0.1002035140991211
195058,0.09393548965454102
195059,0.11591291427612305
195060,0.15478515625
195061,0.1582803726196289
195062,0.13954830169677734
195063,0.09393548965454102
195064,0.16363811492919922
195065,0.13954830169677734
195066,0.09714794158935547
195067,0.16363811492919922
195068,0.12243080139160156
195069,0.1594228744506836
195070,0.14227581024169922
195071,0.15555953979492188
195072,0.09055042266845703
195073,0.13344669342041016
195074,0.15478515625
195075,0.16285228729248047
195076,0.15555953979492188
195077,0.12444210052490234
195084,0.08317804336547852
195085,0.11111593246459961
195086,0.09393548965454102
195087,0.09714794158935547
195088,0.09393548965454102
195089,0.09393548965454102
195090,0.1002035140991211
195091,0.10590171813964844
195092,0.09055042266845703
195093,0.08697319030761719
195094,0.09393548965454102
195095,0.12637901306152344
195096,0.12824440002441406
195097,0.12444210052490234
195098,0.1459980010986328
195099,0.14227581024169922
195100,0.14227581024169922
195101,0.1350574493408203
195102,0.1350574493408203
195103,0.13004302978515625
195104,0.12444210052490234
195105,0.1616678237915039
195106,0.15699386596679688
195107,0.16128826141357422
195108,0.15129661560058594
195109,0.15886974334716797
195110,0.1448049545288086
195111,0.1582803726196289
195112,0.1616678237915039
195113,0.15886974334716797
195114,0.16306495666503906
195115,0.1594228744506836
195116,0.15478515625
195117,0.15886974334716797
195118,0.16260623931884766
195119,0.16324424743652344
195120,0.16324424743652344
195121,0.1635885238647461
195122,0.1608734130859375
195123,0.1608734130859375
195124,0.16363811492919922
195125,0.16285228729248047
195126,0.15222835540771484
195127,0.15478515625
195128,0.1562957763671875
195129,0.1576547622680664
195130,0.1381063461303711
195131,0.15129661560058594
195132,0.1493062973022461
195133,0.1493062973022461
195134,0.14714622497558594
195135,0.15222835540771484
195136,0.13004302978515625
195137,0.12444210052490234
195138,0.13004302978515625
195139,0.12637901306152344
195140,0.12243080139160156
195141,0.1381063461303711
195142,0.12243080139160156
195143,0.14356422424316406
195145,0.08697319030761719
