item_id,cefr_true,true_p_mid,p_est,p_error,ci95_low,ci95_high,ci95_width,var_p,d_to_boundary_hat,nearest_boundary_hat,gap_weak_strong_test
1,A1,0.8516666666666667,0.8943661971830986,0.04269953051643194,0.839019775390625,0.9392232894897461,0.1002035140991211,0.0006606664511842056,0.05399061032863872,0.8403755868544599,0.21666666666666667
2,A1,0.855,0.8309859154929577,-0.024014084507042233,0.7653608322143555,0.887791633605957,0.12243080139160156,0.0009821561101069135,0.00938967136150215,0.8403755868544599,0.2333333333333334
3,A1,0.8583333333333333,0.852112676056338,-0.006220657276995278,0.7894668579101562,0.9053797721862793,0.11591291427612305,0.0008812354081149955,0.011737089201878104,0.8403755868544599,0.21666666666666667
4,A1,0.8616666666666667,0.8873239436619719,0.025657276995305178,0.8306121826171875,0.9337301254272461,0.1031179428100586,0.0006991619766862774,0.04694835680751197,0.8403755868544599,0.21666666666666667
5,A1,0.865,0.8591549295774648,-0.005845070422535237,0.7975912094116211,0.9111542701721191,0.11356306076049805,0.0008462079479734706,0.018779342723004855,0.8403755868544599,0.18333333333333335
6,A1,0.8683333333333333,0.852112676056338,-0.016220657276995287,0.7894668579101562,0.9053797721862793,0.11591291427612305,0.0008812354081149955,0.011737089201878104,0.8403755868544599,0.09999999999999998
7,A1,0.8716666666666666,0.8732394366197183,0.001572769953051667,0.8139896392822266,0.9225540161132812,0.10856437683105469,0.0007740721884740929,0.03286384976525836,0.8403755868544599,0.11666666666666659
8,A1,0.875,0.8943661971830986,0.01936619718309862,0.839019775390625,0.9392232894897461,0.1002035140991211,0.0006606664511842056,0.05399061032863872,0.8403755868544599,0.11666666666666659
9,A1,0.8783333333333333,0.9084507042253521,0.030117370892018824,0.8560552597045898,0.9499907493591309,0.09393548965454102,0.0005815945609637337,0.05633802816901412,0.9647887323943662,0.1166666666666667
10,A1,0.8816666666666666,0.8873239436619719,0.0056572769953052715,0.8306121826171875,0.9337301254272461,0.1031179428100586,0.0006991619766862774,0.04694835680751197,0.8403755868544599,0.18333333333333335
11,A1,0.885,0.8943661971830986,0.009366197183098612,0.839019775390625,0.9392232894897461,0.1002035140991211,0.0006606664511842056,0.05399061032863872,0.8403755868544599,0.1499999999999999
12,A1,0.8883333333333333,0.9225352112676056,0.03420187793427232,0.8734397888183594,0.9604129791259766,0.08697319030761719,0.0004997482184548243,0.04225352112676062,0.9647887323943662,0.09999999999999998
13,A1,0.8916666666666666,0.8873239436619719,-0.004342723004694737,0.8306121826171875,0.9337301254272461,0.1031179428100586,0.0006991619766862774,0.04694835680751197,0.8403755868544599,0.2333333333333334
14,A1,0.895,0.8943661971830986,-0.0006338028169013965,0.839019775390625,0.9392232894897461,0.1002035140991211,0.0006606664511842056,0.05399061032863872,0.8403755868544599,0.1333333333333333
15,A1,0.8983333333333333,0.8661971830985915,-0.03213615023474181,0.8057641983032227,0.9168801307678223,0.11111593246459961,0.0008104868747598365,0.025821596244131606,0.8403755868544599,0.08333333333333326
16,A1,0.9016666666666666,0.9014084507042254,-0.0002582159624412439,0.8474979400634766,0.944645881652832,0.09714794158935547,0.0006214773126100244,0.06103286384976547,0.8403755868544599,0.1166666666666667
