item_id,d_to_boundary_hat,ci95_width,p_est,true_p_mid,cefr_true,pearson_r
1,0.05399061032863872,0.1002035140991211,0.8943661971830986,0.8516666666666667,A1,0.032669029365991184
2,0.00938967136150215,0.12243080139160156,0.8309859154929577,0.855,A1,0.032669029365991184
3,0.011737089201878104,0.11591291427612305,0.852112676056338,0.8583333333333333,A1,0.032669029365991184
4,0.04694835680751197,0.1031179428100586,0.8873239436619719,0.8616666666666667,A1,0.032669029365991184
5,0.018779342723004855,0.11356306076049805,0.8591549295774648,0.865,A1,0.032669029365991184
6,0.011737089201878104,0.11591291427612305,0.852112676056338,0.8683333333333333,A1,0.032669029365991184
7,0.03286384976525836,0.10856437683105469,0.8732394366197183,0.8716666666666666,A1,0.032669029365991184
8,0.05399061032863872,0.1002035140991211,0.8943661971830986,0.875,A1,0.032669029365991184
9,0.05633802816901412,0.09393548965454102,0.9084507042253521,0.8783333333333333,A1,0.032669029365991184
10,0.04694835680751197,0.1031179428100586,0.8873239436619719,0.8816666666666666,A1,0.032669029365991184
11,0.05399061032863872,0.1002035140991211,0.8943661971830986,0.885,A1,0.032669029365991184
12,0.04225352112676062,0.08697319030761719,0.9225352112676056,0.8883333333333333,A1,0.032669029365991184
13,0.04694835680751197,0.1031179428100586,0.8873239436619719,0.8916666666666666,A1,0.032669029365991184
14,0.05399061032863872,0.1002035140991211,0.8943661971830986,0.895,A1,0.032669029365991184
15,0.025821596244131606,0.11111593246459961,0.8661971830985915,0.8983333333333333,A1,0.032669029365991184
16,0.06103286384976547,0.09714794158935547,0.9014084507042254,0.9016666666666666,A1,0.032669029365991184
17,0.025821596244131606,0.11111593246459961,0.8661971830985915,0.905,A1,0.032669029365991184
18,0.05633802816901412,0.09393548965454102,0.9084507042253521,0.9083333333333332,A1,0.032669029365991184
19,0.04225352112676062,0.08697319030761719,0.9225352112676056,0.9116666666666666,A1,0.032669029365991184
20,0.021126760563380365,0.07480144500732422,0.9436619718309859,0.915,A1,0.032669029365991184
21,0.04225352112676062,0.08697319030761719,0.9225352112676056,0.9183333333333332,A1,0.032669029365991184
22,0.05633802816901412,0.09393548965454102,0.9084507042253521,0.9216666666666666,A1,0.032669029365991184
23,0.05633802816901412,0.09393548965454102,0.9084507042253521,0.925,A1,0.032669029365991184
24,0.028169014084507116,0.07913446426391602,0.9366197183098591,0.9283333333333332,A1,0.032669029365991184
25,0.03521126760563387,0.08317804336547852,0.9295774647887324,0.9316666666666666,A1,0.032669029365991184
26,0.007042253521126862,0.06503844261169434,0.9577464788732394,0.935,A1,0.032669029365991184
