item_id,ci95_width
1,0.07012748718261719
2,0.11111593246459961
3,0.07480144500732422
4,0.09055042266845703
5,0.11591291427612305
6,0.07480144500732422
7,0.08317804336547852
8,0.08697319030761719
9,0.09393548965454102
10,0.1002035140991211
11,0.09714794158935547
12,0.06503844261169434
13,0.08317804336547852
14,0.09055042266845703
15,0.11111593246459961
16,0.10856437683105469
17,0.11111593246459961
18,0.10856437683105469
19,0.07012748718261719
20,0.07480144500732422
21,0.07913446426391602
22,0.10856437683105469
23,0.08697319030761719
24,0.07480144500732422
25,0.09055042266845703
26,0.1002035140991211
27,0.10590171813964844
28,0.12444210052490234
29,0.11817026138305664
30,0.09055042266845703
31,0.1366100311279297
32,0.11817026138305664
33,0.13954830169677734
34,0.14714622497558594
35,0.15032291412353516
36,0.15222835540771484
37,0.15129661560058594
38,0.14227581024169922
39,0.1381063461303711
40,0.12824440002441406
41,0.1366100311279297
42,0.12444210052490234
43,0.14093780517578125
44,0.1459980010986328
45,0.13004302978515625
46,0.13004302978515625
47,0.15129661560058594
48,0.1459980010986328
49,0.13004302978515625
50,0.15222835540771484
51,0.1459980010986328
52,0.1459980010986328
53,0.12824440002441406
54,0.12637901306152344
55,0.13954830169677734
56,0.1350574493408203
57,0.13954830169677734
58,0.1381063461303711
59,0.14356422424316406
60,0.1459980010986328
61,0.1448049545288086
62,0.16232681274414062
63,0.15699386596679688
64,0.15222835540771484
65,0.1594228744506836
66,0.1599407196044922
67,0.16232681274414062
68,0.16350746154785156
69,0.1633930206298828
70,0.16260623931884766
71,0.16306495666503906
72,0.16042518615722656
73,0.1531200408935547
74,0.15032291412353516
75,0.16285228729248047
76,0.1608734130859375
77,0.16201400756835938
78,0.15478515625
79,0.1582803726196289
80,0.15129661560058594
81,0.1531200408935547
82,0.15886974334716797
83,0.14824867248535156
84,0.1608734130859375
85,0.16260623931884766
86,0.16260623931884766
87,0.15555953979492188
88,0.15699386596679688
89,0.16306495666503906
90,0.1582803726196289
91,0.16350746154785156
92,0.16324424743652344
93,0.1635885238647461
94,0.16285228729248047
95,0.16306495666503906
96,0.16363811492919922
97,0.16363811492919922
98,0.1493062973022461
99,0.15886974334716797
100,0.16306495666503906
101,0.1635885238647461
102,0.1633930206298828
103,0.1599407196044922
104,0.1594228744506836
105,0.16306495666503906
106,0.16363811492919922
107,0.1633930206298828
108,0.1633930206298828
109,0.1531200408935547
110,0.16306495666503906
111,0.16363811492919922
112,0.16201400756835938
113,0.16232681274414062
114,0.16128826141357422
115,0.16201400756835938
116,0.1633930206298828
117,0.16324424743652344
118,0.1633930206298828
119,0.16285228729248047
120,0.16350746154785156
121,0.16306495666503906
122,0.1576547622680664
123,0.12824440002441406
124,0.14227581024169922
125,0.1381063461303711
126,0.15886974334716797
127,0.15478515625
128,0.14093780517578125
129,0.1366100311279297
130,0.15222835540771484
131,0.14824867248535156
132,0.1582803726196289
133,0.14356422424316406
134,0.1459980010986328
135,0.15478515625
136,0.14714622497558594
137,0.15886974334716797
138,0.15397167205810547
139,0.1608734130859375
140,0.14824867248535156
141,0.1381063461303711
142,0.15129661560058594
143,0.15886974334716797
144,0.15032291412353516
145,0.14714622497558594
146,0.14714622497558594
147,0.15129661560058594
148,0.15478515625
149,0.1576547622680664
150,0.14093780517578125
151,0.14227581024169922
152,0.14714622497558594
153,0.10590171813964844
154,0.14356422424316406
155,0.11591291427612305
156,0.12034130096435547
157,0.10856437683105469
158,0.13004302978515625
159,0.14227581024169922
160,0.12824440002441406
161,0.11817026138305664
162,0.13004302978515625
163,0.11591291427612305
164,0.09055042266845703
165,0.1381063461303711
166,0.12824440002441406
167,0.12444210052490234
168,0.12637901306152344
169,0.11591291427612305
170,0.13954830169677734
171,0.1031179428100586
172,0.11356306076049805
173,0.11356306076049805
174,0.1448049545288086
175,0.10590171813964844
176,0.10856437683105469
177,0.10856437683105469
178,0.13954830169677734
179,0.13344669342041016
180,0.1350574493408203
